COMP1;COMP2;COMP3;COMP4;COMP5;TARGET
9.192836825673426;1.9485830676450093;-1.123166714245763;3.633731174275255;-1.195112592225527;0
2.3878017962588083;-3.7681717384807683;-0.5292921847928996;1.1182635682941204;0.6217771434869385;0
5.733896279172169;-1.075173798957031;-0.5517481568498298;0.912082997727594;-0.1770884749408896;0
7.122953197712235;10.27558912162898;-3.2327895856711955;0.15254701940085988;-2.960878698419118;0
3.935302073644981;-1.9480715696693276;1.3897666337569345;2.940639439452844;0.5467471008149342;0
2.380247150223345;3.9499288957185357;-2.9348769098619223;0.9410368591765887;-1.05604266745043;0
2.2388833080597235;-2.6900312773405917;-1.6399129008905688;0.14933990931705635;0.040359781654711414;0
2.1432985007773735;2.340244008991878;-0.8719468702958648;-0.12704312652376673;-1.4274350395373416;0
3.1749242926137375;3.3918129497146356;-3.1199864016423615;-0.601296798461209;-1.5222927389327456;0
6.351746789901455;7.727174070506525;-4.341915432478476;-3.3752019473225716;1.7102643246827083;0
-0.8104137707609368;-2.659275497646459;-0.48882973878708735;-1.6725666073296162;0.27581172941643134;0
2.6511004772143054;0.0665679277376144;-1.526455302207836;0.051261451088426106;0.3319507939243457;0
8.185034458891511;2.7009764918124115;5.730231429085698;-1.1122566951835005;1.0434738833233108;0
0.34212591409013154;-0.9682792606900408;1.7171716752238484;-0.595002985007097;0.468010965990238;0
4.3423791945833425;4.86108331189798;-2.8161156218180228;-1.4545569227415776;1.290062523089495;0
4.075656175691143;2.97706118271131;-3.1252737943480136;-2.458071158029957;-0.40834073043356817;0
0.23005501543210272;-1.5647577263730827;-0.8025194235345526;-0.6505827853285968;-0.49471231876775507;0
4.41801091592757;1.4186703318038352;-2.270319119120342;-0.18627230557319985;-1.4238614280681514;0
4.948703550569087;-4.114333522476259;-0.31474899381708477;-0.08820668660006925;-0.0567147773624742;0
-1.237063357214272;-0.18821495565081375;-0.5932837667898989;1.5963463157833073;-0.44215528230281603;1
-1.5781612342627847;0.5728081958135293;-1.8014461550468523;1.1252753315936015;-0.395267483630103;1
-3.5573363733997625;1.662949905745581;0.45118763238558857;2.0737645138347625;-0.4907458567507874;1
4.7332107881128165;3.304963728842194;-1.466536768546409;2.0411500931270643;-0.02622063833489962;0
4.2085242093601645;-5.128366509498445;-0.7524015897581197;-0.8627106251918047;-0.47096616316502293;0
4.949632073920264;-1.5437522868543696;-1.7131938898367236;0.046759033965097674;-1.7392299983789803;0
7.098562854144325;2.0186103315936115;-0.029010443096527505;2.5879511701046285;-2.039343261248414;0
3.5102626036332847;2.171625114619655;-3.8945467719349693;-1.2957594731512625;-0.06821989466101858;0
3.064053886178848;-1.876552348237;2.5817477874971972;0.1284843980231936;-0.11666462746800689;0
4.007264143395255;0.5372421592360299;-2.761625891146406;-1.8983874296731653;-0.5256741219597025;0
1.7153097265846906;-1.5237050233475364;0.14618711670994436;1.911386398055829;0.5361233570882661;0
6.059445513049832;-0.7571774543025178;-0.3492398777357177;-1.0642172315609575;-0.7461072223937745;0
2.902236105444611;4.005295516060286;-3.0014619846229516;-0.3253168633936132;-0.8553541402490955;0
4.554782688105575;0.3375361500979782;-0.7543015123211535;-0.7003295729650869;-1.548548428007194;0
4.990602723148805;-1.132588902290879;-2.5773834928152355;-1.2172622646239615;0.6699178177974529;0
2.9853407890402877;0.7584232441031892;-3.4937616523878905;0.05426010061175705;0.16709979356772356;0
2.7663691575264053;-0.35435594600203474;-1.896963347206238;-0.5342556644475902;-0.8840219257813648;0
1.2961987649441926;0.9131962753115718;-1.5757687745921614;-1.0431665927889024;0.4147212512572496;0
-3.7493133956902187;-1.4134731148916686;1.732308086509082;-0.5654427676768263;0.08034060940882765;1
-0.99806890046902;-3.351292923234468;4.305574136221676;-0.5612099498193002;-0.4643717244563237;0
0.7652641151933818;0.8862439519503511;-2.704918486995211;-0.2747795304156958;0.8104289102455592;0
-2.1509534708466616;-1.9239916155010144;-1.1804842520886067;-1.11319799523441;0.4484711863997875;0
-0.09333138691515487;2.2607520034623656;-1.9047268419662282;-1.4423067816232737;-1.7053652719278787;0
9.087999677583817;2.0186731010960557;2.141226662317859;-1.0692442423494526;0.7979332219499459;0
0.9904537653563585;0.984930019340801;-2.310733817842413;-0.2768254399409561;-0.6405117357020689;0
-0.29354655135648605;-0.13709909367145182;-3.3019323922763473;-1.0097855763753458;-0.02251299229771051;0
5.380940406887441;-0.13487697856297198;-1.6788426116044233;1.5076949516072573;0.1519981686107916;0
-4.581936672468725;1.4842203162523995;0.04207432337521518;0.2962293334206491;-0.7138537286348403;1
1.700006886509443;2.352271792091793;-3.078089427733239;-0.06602070954048975;-1.0564678655346293;0
-2.1364452773045834;0.09582960823630163;-1.4924119271838912;1.12106325542105;-0.068037205455247;1
-1.5674789974211374;-1.2084332145135577;-0.3691593160716515;-1.4756286683868038;0.17274946731078963;1
-3.5429055574647994;-1.2824955784980991;1.0182109382596707;-0.6081562735952122;-0.2196359310323364;1
-3.157814050165766;-1.6889585959893259;-0.4962937324411091;0.19401215473008684;1.4399174987050782;1
-3.4504885435204677;-0.49821871391793826;-0.15251795216522718;0.5754864254461324;-0.05231485541573392;1
3.3025509508362565;-1.1309378085744026;0.8263920311245765;0.9827173969626951;-1.1952653818300034;0
-0.6746192855675347;-2.116409716811464;-1.3962197288516547;-1.0431386339251023;0.24181699046304336;0
-2.858158440243781;0.152723135521078;0.4289347534335826;0.48306040660078026;-1.5105374704483459;1
4.648738872704427;-2.310332567506257;-0.7288085295641771;0.6399414417606515;-1.158323115213808;0
2.1768628819739337;0.972116046564937;-1.9438885720216668;-0.7373182767470741;-0.39578532922827575;0
-3.7214589928044615;-1.787641650795313;1.2799328475065317;0.1155657359513595;-0.526282129911836;1
-4.135962943694587;2.403792484184112;-1.2429583584990282;2.0483465591778813;-1.1656518633208528;1
-2.385835662878968;2.7576581316204094;1.2140859483828632;1.794488965518328;-3.3381564922833564;1
-2.5788832515106916;3.1386719262612774;1.4002806893797133;-0.7638669229083748;-2.784093368797908;1
4.759112153843439;3.0116805051363493;-0.16624074583157572;-0.6058277776056491;1.1417015263564454;0
-2.3141322494044494;3.2679896798942587;2.7962242610311936;0.5657264677292793;-0.38183390334675155;1
1.6916079228665581;1.5406765547382515;-1.799845538927727;-1.390589327174219;-1.2126760812044723;0
1.8123054046423892;0.7227401886758759;-1.4662499621781617;-1.1987297587531065;-1.428043244092311;0
-2.7859247566342966;2.3106487124309503;0.47272531968648984;-1.6071602692996827;-1.6128581092895118;1
-3.518648340117472;-0.6583094727639753;0.5913744746189973;-0.010802301952910327;0.020587215886969604;1
4.330002650517515;9.202525696788447;1.4929643740144083;0.31994615803156884;4.7281768107150475;1
-3.2612794728540844;-0.9378381207534952;0.20512994051469075;1.0900715767334686;-0.46035022640980966;1
2.704596172583453;-4.4371417689321095;0.3073453824868011;0.48869277225572333;0.3724949272414408;0
-0.307855771922387;7.387812169014144;3.819084518257842;2.1335567199825194;2.7106963777828597;1
5.5037053157436135;0.9383254197026373;-2.210131102361685;-1.5237964958691779;0.9248937294996928;0
-0.361709192556619;0.11973908721723914;-2.0409556389156482;1.0588838923351587;0.7571100680404504;0
-2.6299766386272525;-0.6973093681008465;-0.5839416793861941;0.33818158737437626;0.4675451241005197;1
1.4281675926724062;-1.9671014144486392;1.111938607882378;0.7529110830182347;-0.539882589171808;0
-0.8345178818141055;1.9656048640244184;0.7904322650841091;3.4376312829800586;-2.3545522772439234;1
6.2308965117369555;0.9200695415331868;0.08982711705009132;2.5391589005623083;0.06213497307054704;0
11.66871464891817;4.748617203092952;2.005879604600672;0.31904888009305254;-3.3913579972721557;0
-2.0215776582941416;-0.2548998333286107;-0.6478718761954249;0.059251211605735765;-0.0548473212811584;1
-1.6383849369620886;1.715949115993387;0.43420665378953405;-1.5279664949892622;-1.7693800132193187;1
1.1674616108522715;2.5145158488584927;-1.9057189832712642;0.6383116659693361;0.23618008502165883;1
10.76924281923723;-2.2579829002614518;0.03883570496105797;-0.3893853628926249;1.187288509768989;0
5.034811084514749;0.774409149577847;2.6823369928524405;-1.6665033742453863;-0.3116238048676873;0
-2.1744643095161473;0.4968779849543488;-0.9490917771010667;0.20721921987198275;-0.8853458778179685;1
